,accuracy,permutation_specific_accuracies,accuracies,best_ordering,sigma
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 64.05228758169935, 65.68627450980392, 61.76470588235294, 62.745098039215684, 64.05228758169935, 63.725490196078425, 62.745098039215684, 63.39869281045751]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 61.111111111111114, 64.37908496732027, 61.111111111111114, 62.091503267973856, 63.725490196078425, 63.725490196078425, 62.745098039215684, 63.39869281045751]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 63.725490196078425, 66.66666666666666, 62.091503267973856, 62.41830065359477, 63.725490196078425, 63.725490196078425, 62.745098039215684, 63.0718954248366]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 57.84313725490197, 66.66666666666666, 61.76470588235294, 62.41830065359477, 63.725490196078425, 63.725490196078425, 62.745098039215684, 63.0718954248366]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.725490196078425, 57.51633986928104, 61.111111111111114, 62.41830065359477, 62.41830065359477, 61.76470588235294, 61.76470588235294, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 65.68627450980392, 61.43790849673203, 62.745098039215684, 62.41830065359477, 61.76470588235294, 61.76470588235294, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.0718954248366, 57.18954248366013, 62.091503267973856, 62.41830065359477, 62.091503267973856, 62.091503267973856, 61.76470588235294, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 60.45751633986928, 63.39869281045751, 62.745098039215684, 62.745098039215684, 62.745098039215684, 62.091503267973856, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 64.70588235294117, 66.01307189542483, 65.0326797385621, 64.05228758169935, 63.39869281045751, 62.41830065359477, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 59.150326797385624, 66.33986928104575, 65.0326797385621, 64.05228758169935, 63.39869281045751, 62.41830065359477, 61.76470588235294, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[58.16993464052288, 66.33986928104575, 62.091503267973856, 59.47712418300654, 58.496732026143796, 58.496732026143796, 57.18954248366013, 57.18954248366013, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[62.745098039215684, 59.150326797385624, 60.78431372549019, 58.16993464052288, 57.84313725490197, 58.16993464052288, 56.86274509803921, 57.18954248366013, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[58.16993464052288, 67.64705882352942, 60.78431372549019, 58.496732026143796, 57.84313725490197, 57.84313725490197, 56.86274509803921, 57.18954248366013, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 68.62745098039215, 62.41830065359477, 59.150326797385624, 58.16993464052288, 57.84313725490197, 57.18954248366013, 57.51633986928104, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.725490196078425, 60.45751633986928, 59.80392156862745, 58.496732026143796, 58.82352941176471, 57.51633986928104, 56.86274509803921, 57.18954248366013, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.45751633986928, 61.43790849673203, 60.130718954248366, 58.496732026143796, 58.82352941176471, 57.51633986928104, 56.86274509803921, 57.18954248366013, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[57.84313725490197, 63.725490196078425, 59.80392156862745, 61.43790849673203, 61.76470588235294, 61.111111111111114, 60.78431372549019, 61.43790849673203, 61.111111111111114]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[62.745098039215684, 58.16993464052288, 58.82352941176471, 61.111111111111114, 61.76470588235294, 61.111111111111114, 60.78431372549019, 61.43790849673203, 61.111111111111114]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[57.84313725490197, 67.97385620915033, 67.97385620915033, 66.33986928104575, 65.68627450980392, 65.0326797385621, 64.37908496732027, 63.39869281045751, 63.725490196078425]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[52.614379084967325, 63.39869281045751, 68.95424836601308, 66.33986928104575, 65.68627450980392, 65.0326797385621, 64.37908496732027, 63.39869281045751, 63.725490196078425]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.0718954248366, 58.82352941176471, 62.091503267973856, 61.76470588235294, 62.091503267973856, 62.091503267973856, 61.43790849673203, 61.111111111111114, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[52.614379084967325, 58.496732026143796, 62.745098039215684, 62.41830065359477, 62.41830065359477, 62.091503267973856, 61.43790849673203, 61.111111111111114, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[58.16993464052288, 64.70588235294117, 70.26143790849673, 68.95424836601308, 68.30065359477125, 68.62745098039215, 69.6078431372549, 68.30065359477125, 68.30065359477125]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 66.33986928104575, 71.56862745098039, 68.95424836601308, 67.97385620915033, 68.30065359477125, 69.6078431372549, 68.30065359477125, 68.30065359477125]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[57.84313725490197, 64.70588235294117, 72.54901960784314, 68.62745098039215, 68.30065359477125, 68.62745098039215, 69.6078431372549, 68.62745098039215, 68.62745098039215]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[52.614379084967325, 61.43790849673203, 72.87581699346404, 68.95424836601308, 68.30065359477125, 68.95424836601308, 69.93464052287581, 68.62745098039215, 68.62745098039215]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 66.66666666666666, 75.49019607843137, 72.54901960784314, 69.93464052287581, 70.26143790849673, 70.91503267973856, 69.28104575163398, 68.95424836601308]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 60.45751633986928, 74.50980392156863, 71.56862745098039, 69.6078431372549, 70.26143790849673, 70.91503267973856, 69.28104575163398, 68.95424836601308]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.725490196078425, 57.51633986928104, 61.111111111111114, 62.091503267973856, 62.091503267973856, 61.76470588235294, 62.091503267973856, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 61.76470588235294, 60.45751633986928, 62.091503267973856, 62.091503267973856, 61.76470588235294, 62.091503267973856, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.0718954248366, 55.88235294117647, 61.76470588235294, 62.091503267973856, 62.091503267973856, 61.111111111111114, 61.43790849673203, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 58.16993464052288, 63.39869281045751, 63.0718954248366, 63.0718954248366, 61.43790849673203, 61.76470588235294, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.45751633986928, 64.05228758169935, 62.745098039215684, 63.0718954248366, 64.05228758169935, 62.745098039215684, 62.745098039215684, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 59.80392156862745, 63.725490196078425, 63.39869281045751, 63.725490196078425, 62.091503267973856, 62.41830065359477, 62.41830065359477, 62.745098039215684]",,,
